,Sales Package,Model Number,Part Number,Model Name,Series,Color,Type,Suitable For,Battery Backup,Power Supply,MS Office Provided,Processor Brand,Processor Name,Processor Generation,SSD,SSD Capacity,RAM,RAM Type,Processor Variant,Clock Speed,Expandable Memory,Cache,Graphic Processor,Number of Cores,OS Architecture,Operating System,Supported Operating System,Mic In,USB Port,HDMI Port,Touchscreen,Screen Size,Screen Resolution,Screen Type,Speakers,Internal Mic,Sound Properties,Wireless LAN,Bluetooth,Dimensions,Weight,Disk Drive,Web Camera,Finger Print Sensor,Keyboard,Backlit Keyboard,Included Software,Additional Features,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,price,Battery Cell,Dedicated Graphic Memory Type,Dedicated Graphic Memory Capacity,HDD Capacity,System Architecture,RJ45,Hardware Interface,Sound Chip,Refresh Rate,Ethernet,Pointer Device,EMMC Storage Capacity,Multi Card Slot,Security Chip,Chipset,Memory Slots,RPM,RAM Frequency,Lock Port,TGP,S-video,RJ11,VGA Port,NFC Support,Face Recognition,Laptop Bag,Other Accessories,Dock Port,Firewire Port,Read/Write Speed,Antivirus,International Warranty,Wireless WAN,Recovery Options,Brightness,Stylus Included,Inbuilt 4G LTE
148,"Laptop, battery, power adapter, user guide",G834JY-N6056WS,90NR0CG1-M00450,G834JY-N6056WS,ROG Strix SCAR 18 (2023) with 90WHr Battery Intel HX-Series,Black,Gaming Laptop,Gaming,,330W AC Adapter,Yes,Intel,Core i9,13th Gen,Yes,1 TB,32 GB,DDR5,13980HX,Max Turbo Frequency up to 5.60 GHz,,,NVIDIA GeForce RTX 4090,,,Windows 11 Home,,,"1 x Thunderbolt 4 support DisplayPort / power delivery, 1 x USB 3.2 Gen 2 Type-C support DisplayPort / power delivery, 2 x USB 3.2 Gen 2 Type-A",,No,45.72 cm (18 Inch),2560 x 1600 PIxel,"QHD+, 240Hz, 3ms, 85/85/85/85, IPS-level, 500, 1000:1, 100.00%, Anti-glare display",Built-in Speakers,Yes,,Wi-Fi 6E(802.11ax) (Triple band) 2*2,v5.2,399 x 294 x 30.8 mm,3.10 Kg,Not Available,720P HD camera,No,Backlit Chiclet Keyboard Per-Key RGB,Yes,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,362327,,GDDR6,16 GB,,,,,,240 HZ,,,,,,,,,,,175 W,,,,,,,,,,,,,,,,,
149,"Laptop, Power Adapter, User Guide, Warranty Documents",14a-ca0504TU,678M6PA#ACJ,14a-ca0504TU,Chromebook x360 Intel,Forest Teal,Chromebook,Processing & Multitasking,,,No,Intel,Celeron Quad Core,,No,,4 GB,LPDDR4,N4020,2.8,,4,Intel Integrated UHD Graphics,2,64 bit,Chrome,Chrome 64,Yes,"2 x SuperSpeed USB Type-C 5Gbps signaling rate,(USB Power Delivery, DisplayPort 1.2) 1 x SuperSpeed USB Type-A 5Gbps signaling rate",,Yes,35.56 cm (14 Inch),1366 x 768 Pixels,"HD, touch, micro-edge, BrightView, (Brightness: 220 nits, 112 ppi, Color Gamut: 45% NTSC)",Dual speakers,Integrated dual array digital microphones,,Realtek RTL8822CE 802.11a/b/g/n/ac Wi-Fi,v5.0,325 x 219 x 17.9 mm,1.49 Kg,Not Available,HP Wide Vision 720p HD camera,,"Full-size, jet black keyboard",,,47 Wh Li-ion polymer battery,1 Year Onsite warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,19990,2,,,,64,,,,,,HP Imagepad with multi-touch gesture support,64 GB,,,,,,2400 MHz,,,,,,,,,,,,,,,,,,,
150,"Laptop, battery, adapter, cables and user manuals",ideapad 3 cb 11igl05 2,82BA001PHA|82BA0029HA,CB 11IGL05,IdeaPad 3 Chromebook Intel,Onyx Black,Chromebook,Processing & Multitasking,Upto 10 Hours,45W USB-C,No,Intel,Celeron Dual Core,,No,,4 GB,LPDDR4,N4020,Max Frequency Up to 2.8 GHz,,,Intel Integrated UHD,,,Chrome,Chrome OS,Yes,"2 x USB-C 3.2 Gen 1 (support data transfer, Power Delivery and DisplayPort), 2 x USB 3.2 Gen 1",,No,29.46 cm (11.6 Inch),1366 x 768 Pixel,HD TN 250nits Anti-glare,Built-in Stereo Speakers,Built-in array microphone,2 x 2 Stereo Speaker,"11ac, 2x2",v4.2,286.7 x 205.5 x 18.05 mm,1.12 kg,Not Available,720p,No,"Non-backlit, English",No,,42Wh,1 Year Onsite�Warranty,Onsite,Manufacturer’s warranty against faulty workmanship or defective parts,(1) Any kind of physical damage including electrical surge; (2) No software coverage in warranty,1 Year,14990,,,,,,,,,,,,64 GB,1 x card reader,,,,,,,,,,,,,,,,,,,,,,,,
151,"14 inch MacBook Pro, USB-C Power Adapter, USB-C to MagSafe 3 Cable (2 m)",MKGQ3HN/A,MKGQ3HN/A,MKGQ3HN/A,2021 Macbook Pro,Space Grey�,Thin and Light Laptop,Processing & Multitasking,Upto 17 Hrs,96W USB-C Power Adapter,No,Apple,M1 Pro,,Yes,1 TB,16 GB,Unified Memory,,,,,NA,10,,Mac OS Monterey,Mac OS,Yes,3 x Thunderbolt 4 (USB-C) ports,1 HDMI Port,No,36.07 cm (14.2 inch),3024 x 1964 Pixel,"Liquid Retina XDR display, Native resolution at 254 pixels per inch, Up to 1,000 nits sustained (full-screen) brightness, 1,600 nits peak brightness, 10,00,000:1 contrast ratio",Built-in Speakers,Studio quality three-mic array with high signal-to-noise ratio and directional beamforming,"High-fidelity six-speaker sound system with force-cancelling woofers, Wide stereo sound, Support for spatial audio when playing music or video with Dolby Atmos on built-in speakers",Wi-Fi 6(802.11ax),v5.0,312.6 x 221.2 x 15.5 mm,1.6 kg,Not Available,1080p FaceTime HD camera,,Backlit Magic Keyboard,Yes,"iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",70 watt-hour lithium-polymer battery,1 Year Limited Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,225090,,,,,,,,,,,,,,,Apple M1 Pro chip,,,,,,,,,,,,,,,,,,,,,,
152,"Laptop, Power Adaptor, User Guide, Warranty Documents",G513RS-HQ024WS,90NR0B56-M00120,G513RS-HQ024WS,ROG Strix G15 (2022) with 90Whr Battery,Volt Green,Gaming Laptop,Gaming,,280W AC Adapter,Yes,AMD,Ryzen 9 Octa Core,,Yes,1 TB,16 GB,DDR4,6900HX,3.3 GHz upto max turbo frequency at 4.9 Ghz,,20,NVIDIA GeForce RTX 3080,8,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1 x USB 3.2 Gen 2 Type-C, 1 x USB 3.2 Gen 2 Type-C support DisplayPort / power delivery / G-SYNC, 2 x USB 3.2 Gen 1 Type-A",1x HDMI 2.0b,No,39.62 cm (15.6 Inch),2560 x 1440 Pixel,"WQHD, Refresh Rate 165Hz, Response Time 3ms, Viewing Angle 170, IPS-level, Brightness 300nits, Contrast 1:1000, DCI-P3 % 100.00%, Anti-glare display",Built-in Dual Speakers,Built-in array microphone,,Wi-Fi 6E(802.11ax) (Dual band) 2*2,v5.2,354 x 259 x 27.2 mm,2.30 Kg,Not Available,,,Backlit Chiclet Keyboard Per-Key RGB,Yes,,90WHrs Li-ion Battery,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,169081,4 Cell,GDDR6,8 GB,,,,,,,10/100/1000/2500 Mbps,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,"1N Laptop, 1N Charger, 1N User Manual",4G,PB4G11064#006C,Primebook 4G,4G Android Based,Black,Thin and Light Laptop,"Processing & Multitasking, Learning",Upto 8 hours,,No,MediaTek,MediaTek MT8788,,No,,4 GB,LPDDR4,MT8788,Max Frequency Up to 2.0 GHz,,,MediaTek Integrated ARM Mali G72,,,Prime OS,Based on Android 11,Yes,"1 x USB 2.0, 1 x USB 3.0",,No,29.46 cm (11.6 Inch),1366 x 768 Pixels,HD IPS,Built-in Speakers,,,Wifi 5GHz and 2.4 GHz,V5.0,281 X 192 X 19.3 mm,1.065 Kg,Not Available,2.0 MP,,QWERTY with PrimeOS Special KB Shortcuts,No,,,1 Year Pick and Drop Warranty,Pick and Drop,Manufacturing Defects,Accidental Damage,,13990,,,,,,,,,,,,64 GB,,,,,,,,,,,,,,,,,,,,,,,,,
154,"1N Laptop, 1N Charger, 1N User Manual",4G,PB4G11128#006C,Primebook S 4G,4G Android Based,Black,Thin and Light Laptop,"Processing & Multitasking, Learning",Upto 8 hours,,No,MediaTek,MediaTek MT8788,,No,,4 GB,LPDDR4,MT8788,Max Frequency Up to 2.0 GHz,,,MediaTek Integrated ARM Mali G72,,,Prime OS,Based on Android 11,Yes,"1 x USB 2.0, 1 x USB 3.0",,No,29.46 cm (11.6 Inch),1366 x 768 Pixels,HD IPS,Built-in Speakers,,,Wifi 5GHz and 2.4 GHz,V5.0,281 X 192 X 19.3 mm,1.065 Kg,Not Available,2.0 MP,,QWERTY with PrimeOS Special KB Shortcuts,No,,,1 Year Pick and Drop Warranty,Pick and Drop,Manufacturing Defects,Accidental Damage,,14990,,,,,,,,,,,,128 GB,,,,,,,,,,,,,,,,,,,,,,,,,
155,"Laptop, Battery, Adapter, Cables, User Manuals",Alienware x15 R2,D569940WIN9,Alienware x15 R2,Alienware,Lunar Light,Gaming Laptop,Gaming,Upto 7 hours,,Yes,Intel,Core i7,12th Gen,Yes,1 TB,16 GB,DDR5,12700H,"Base Frequency 3.50 GHz, Max Turbo Boost Upto 4.7 GHz",64 GB,24 MB,NVIDIA GeForce RTX 3060,14,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1 x USB 3.2 Gen 2 Type-A With Powershare, 1 x Type-C USB 3.2 Gen 2 Port with Power Delivery (5V/3A)",1 x HDMI 1.4,No,39.62 cm (15.6 Inch),1920 x 1080 Pixels,"Full HD, Comfortview Plus NVIDIA G-SYNC Advanced Optimus CV+ 1ms 360 Hz 100% sRGB 300 nits",Yes,Yes,Waves Maxx Audio Pro,Killer Wi-Fi 6 (6E Pre-certified) AX1675 802.11ax 2x2 Wireless LAN,v5.2,359 x 277 x 15.9 mm,2.34 Kg,Not Available,HD,No,Alienware X-Series thin Backlit Keyboard with per-key AlienFX lighting,Yes,,,1 Year Onsite Premium Support Plus (Includes ADP),Onsite,Manufacturing Defects,Liquid Spill,1 Year,246490,Lithium Ion (87 Whr) Battery with Alienware Battery Defender technology,GDDR6,6 GB,,64 bit,No,M.2 SATA,,360 Hz,Available,,,NA,,,2,,3200 MHz,Kensington Lock Port,,,No,No,,,No,,No,No,NA,McAfee,,,,,,
156,"2 in 1 Laptop, Power Adaptor, User Guide, Warranty Documents, Stylus Pen",Ideapad Flex 5 14LT05 UA,82HS00VYIN|82HS008YIN| 82HS0196IN,,Ideapad Flex 5 Intel,Graphite Grey,2 in 1 Laptop,Processing & Multitasking,Upto 10 Hours,65 W AC Adapter,Yes,Intel,Core i3,11th Gen,Yes,256 GB,8 GB,DDR4,1115G4,4.10 GHz Max Turbo Frequency,,6 MB,Intel Integrated UHD,2,64 bit,Windows 11 Home,,Yes,"1 x USB 3.1 ((1st Gen 1) (Always On)), 1 x USB 3.1 (1st Gen), 1 x USB Type C 3.1 ((1st Gen) (Support Data Transfer and Power Delivery))",1 x HDMI Port (v1.4b),Yes,35.56 cm (14 inch),1920 x 1080 Pixel,"Full HD LED Backlit IPS Glossy Multi-touch Display (250 nits Brightness, 45% NTSC Color Gamut)",Built-in Dual Speakers,Dual Array Microphone,2 x 2 W Stereo Speakers with Dolby Audio,IEEE 802.11ac (2x2),v5.0,321.5 x 217.5 x 20.4 mm,1.5 kg,Not Available,720p HD Webcam (with Privacy Shutter),Yes,English Backlit Keyboard,Yes,Microsoft Office Home and Student 2019,52.5 WHr Li-ion Battery,1 Year Warranty + 1 Year Premium Care + 1 Year ADP,Onsite,"(1) Manufacturer’s warranty against faulty workmanship or defective parts; (2) ADP-Single repair once in year against all Liquid spills, unintentional bump and drops, electric surge, cracks on screen; (3) Premium Care- 24x7 on call support, Software support in case of HDD failure","(1) Any kind of physical damage including electrical surge; (2) No software coverage in warranty; (3) Premium Care & ADP- Not covered in case of Theft, fire, rain, flood and part alteration",1 Year,54990,,,,,64 bit,No,PCIe NVMe M.2,,,,Multi-touch Touchpad,,"4-in-1 Media Reader (MMC, SD, SDHC, SDXC)",,Intel SoC,Non Upgradable,,3200 MHz,,,,,,,,,,,,,,,,,,,
157,"Laptop, Manual, Adaptor",V15,82TTA00UIH,V15 G3 IAP,,Grey,Laptop,"Performance, Processing & Multitasking, Travel & Business",3 Hours,,No,Intel,Core i3,12th Gen,Yes,512 GB,8 GB,DDR4,,,,,Intel Integrated,,,DOS,,,,,No,39.62 cm (15.6 inch),1080 * 1920 pixel,,,,,,YES,,,Not Available,,,,,,,1 Year Warranty,On Site,Manufacturer Warranty,"Damage, Burn",,37999,,DDR4,512 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,"Laptop, Power Adaptor, User Guide, Warranty Documents",M15R3 / AWM15R3,D569917WIN9,,,Lunar Light,Gaming Laptop,Gaming,Upto 12 hours,,Yes,Intel,Core i7,10th Gen,Yes,1 TB,16 GB,DDR4,10750H,2.6 GHz with Turbo Boost Upto 5 GHz,Upto 32 GB,12 MB,NVIDIA GeForce RTX 2060,6,64 bit,Windows 10 Home,,Yes,"2 x USB 3.2 (1st Gen), 1 x USB 3.2 (Power Share), 1 x Thunderbolt 3",1 x HDMI Port (v2.0),No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD LED Backlit Anti-glare IPS Display (300 nits Brightness, 300 Refresh Rate)",Built-in Speaker,Built-in Microphone,Nahimic 3D Audio,Killer Wi-Fi 6 AX1650,v5.0,276 x 360 x 20.5 mm,2.5 kg,Not Available,HD Webcam,No,English International Backlit Keyboard,Yes,Microsoft Office Home and Student 2019,Li-ion Battery,1 Year Complete Cover Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,202490,6 cell,GDDR6,6 GB,,64 bit,Yes,M.2 SATA,,300 Hz,Yes,Touchpad,,"3-in-1 Card Reader (SD, SDHC, SDXC)",,,2 Slots,,2666 MHz,Kensington Lock Slot,,,,,,,No,,,,,,,,,,,
159,"Laptop, Power Adaptor, User Guide, HP Rechargeable MPP2.0 Tilt Pen, Warranty Documents",14-ek0074TU,6Q0Y9PA#ACJ,Pavillion,Pavillion x360 convertible Intel,Natural Silver,2 in 1 Laptop,"Entertainment, Everyday Use, Performance, Processing & Multitasking, Travel & Business",,,Yes,Intel,Core i5,12th Gen,Yes,512 GB,16 GB,DDR4,1235U,1.3 GHz upto Max 4.4 GHz,,,Intel Integrated Iris Xe,10,64 bit,Windows 11 Home,Windows 11 Home,Yes,"2 x SuperSpeed USB Type-C 10Gbps signaling rate, 2 x SuperSpeed USB Type-A 5Gbps signaling rate",1 x HDMI 2.1,Yes,35.56 cm (14 Inch),1920 x 1080 Pixel,"""Full HD, multitouch-enabled, IPS edge-to-edge glass, micro-edge, Brightness: 150 nits 157 ppi, Color Gamut: 45% NTSC """,Built-in Dual Speakers,Built-in Dual Array Digital Microphones,,Intel Wi-Fi 6E AX211 (2x2),v5.2,325 x 216 x 17 mm,1.41 Kg,Not Available,HP True Vision 5MP camera with camera shutter,Yes,"Full-size, backlit, Natural Silver keyboard",Yes,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,73990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,"Laptop, power adapter",Bravo 15 B5ED-035IN,9S7-158M12-035,Bravo 15 B5ED,Bravo 15,Black,Gaming Laptop,Gaming,,150W adapter,No,AMD,Ryzen 7 Octa Core,,Yes,512 GB,16 GB,DDR,5800H,3.2GHz Upto 4.4GHz,,,AMD Radeon RX6500M,8,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1 x Type-C USB3.2 Gen1, 2 x Type-A USB3.2 Gen1, 1 x Type-A USB2.0",1x HDMI 2.1 (4K @ 60Hz),No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"FHD, 144Hz, 45%NTSC, IPS-Level",Built-in Dual Stereo Speakers,Yes,,AMD Wi-Fi 6E RZ608,v5.2,359 x 259 x 24.95mm,2.35 Kg,Not Available,HD type (30fps@728p),,Single Backlit Keyboard (Red),Yes,,53.5 Whr Battery,1 Year Warranty Term,Carry In,Part Failure,"Physical Damage, Burn, Liquid Spill",1 Year,57990,,GDDR6,4 GB,,64 Bit,Yes,,,144 Hz,Gb LAN,,,NA,,,,,,,,,,,,,,,,,NA,,,,,,,
161,"Laptop, User manual, Adapter",RC45KD,G5 KD-52IN123SE,RC45KD,G5 KD,Matte Black,Gaming Laptop,Gaming,,180W AC Adapter,Yes,Intel,Core i5,11th Gen,Yes,512 GB,16 GB,DDR4,11400H,2.70 GHz Max Turbo Boost Frequency Up to 4.50 GHz,,,NVIDIA GeForce RTX 3060,,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1 x USB2.0 Type-A, 2 x USB3.2 Gen1 Type-A",1 x HDMI 2.0,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD 16:9 aspect ratio,LED Backlit, 300 Nits, 45% NTSC, 6-bit + Hi-FRC, Anti-glare display",Built-in Speakers,,,"Intel AX201 Wireless (802.11ax, a/b/g/n/ac/ax compatible) *1",v5.2,361 x 258 x 31.8 mm,2.18 Kg,Not Available,HD Camera,No,All-zone of Single Colored Backlit Keyboard with 15 Colors LED Setting,Yes,,,2 year carry on warranty,Onsite,Manufacturing Defects,Physical Damage,,79990,,GDDR6,6 GB,,,,,,144 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,"Laptop, Power Adaptor, User Guide, Warranty Documents",FA506IHRZ-HN112W,90NR07G7-M00BT0,FA506IHRZ-HN112W,TUF Gaming A15,Graphite Black,Gaming Laptop,Gaming,,150W AC Adapter,No,AMD,Ryzen 5 Hexa Core,,Yes,1 TB,8 GB,DDR4,AMD R5-4600H,4.0 GHz max boost,32,11,NVIDIA GeForce GTX 1650,6,64 bit,Windows 11 Home,Windows 11 Home,Yes,"3x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 1 Type-C support DisplayPort",1x HDMI 2.0b,No,39.62 cm (15.6 inch),1920 x 1080 Pixels,"FHD, LED Backlit LCD, Value IPS-level (Brightness 250 nits, NTSC% 45%, SRGB % 62.5%)",2 Speaker System,Built-in array microphone,,Wi-Fi 6(802.11ax) (Dual band) 2x2,v5.1,359 x 256 x 24.5 mm,2.30 Kg,Not Available,720P HD camera,,Backlit Chiclet Keyboard 1-Zone RGB,Yes,,"48WHrs, 3S1P, Li-ion Battery",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,54900,3,GDDR6,4 GB,,64,Yes,PCIe NVMe,,144 Hz,10/100/1000 Mbps,,,,,,2,,3200 MHz,,,,,,,,,,,,,,,,,,,
163,"Laptop, Power Adaptor, User Guide, Warranty Documents",15IRH8,82XV00BRIN,15IRH8,LOQ,Storm Grey,Gaming Laptop,"Everyday Use, Gaming, Processing & Multitasking",Upto 5.32 Hours,170W Slim Tip Adapter (3 Pin),Yes,Intel,Core i7,13th Gen,Yes,512 GB,16 GB,DDR5,13620H,"Base Frequency 2.4 GHz, Max Turbo Boost at 4.9 GHz",16 GB,24 MB,NVIDIA GeForce RTX 4060,10,,Windows 11 Home,Windows 11,Yes,"1 x USB 3.2 Gen 1, 2 x USB 3.2 Gen 2, 1 x USB-C 3.2 Gen 2 (Support Data Transfer, Power Delivery 140W and DisplayPort 1.4)","1 x HDMI 2.1, Upto 8K/60Hz",No,39.62 cm (15.6 Inch),1920 x 1080 Pixels,"Full HD, IPS, 350nits Anti-glare, 45% NTSC, Refresh Rate: 144Hz, G-SYNC",2W Dual Stereo Speakers,Dual Array Microphone,Nahimic Gaming Audio,"Wi-Fi 6, 11ax 2x2",v5.1,359.6 x 264.8 x 22.1 mm,2.4 kg,Not Available,Full HD 1080p with E Shutter,,"White Backlit, English",Yes,Microsoft Office Home & Student 2021,"Integrated 60Wh Battery, AI Chip: LA1",1 Year Carry-in Warranty,Carry-In,Manufacturing Damage,Physical Damage,1 Year,114990,,GDDR6,8 GB,,,Yes,PCIe 4.0 x 4 NVMe,"High Definition (HD) Audio, Realtek ALC3287 Codec",,100/1000M (RJ-45),,,,Firmware TPM 2.0 Enabled,Intel SoC Platform,2,5200,,,,,,,,,,,,,,,,,,,,
164,"1N Laptop, 1N Charger, 1N User Manual",4G,PB4G11064#006C,Primebook 4G,4G Android Based,Black,Thin and Light Laptop,"Processing & Multitasking, Learning",Upto 8 hours,,No,MediaTek,MediaTek MT8788,,No,,4 GB,LPDDR4,MT8788,Max Frequency Up to 2.0 GHz,,,MediaTek Integrated ARM Mali G72,,,Prime OS,Based on Android 11,Yes,"1 x USB 2.0, 1 x USB 3.0",,No,29.46 cm (11.6 Inch),1366 x 768 Pixels,HD IPS,Built-in Speakers,,,Wifi 5GHz and 2.4 GHz,V5.0,281 X 192 X 19.3 mm,1.065 Kg,Not Available,2.0 MP,,QWERTY with PrimeOS Special KB Shortcuts,No,,,1 Year Pick and Drop Warranty,Pick and Drop,Manufacturing Defects,Accidental Damage,,13990,,,,,,,,,,,,64 GB,,,,,,,,,,,,,,,,,,,,,,,,,
165,"1N Laptop, 1N Charger, 1N User Manual",4G,PB4G11064#2767C,Primebook 4G,4G Android Based,Blue,Thin and Light Laptop,"Processing & Multitasking, Learning",Upto 8 hours,,No,MediaTek,MediaTek MT8788,,No,,4 GB,LPDDR4,MT8788,Max Frequency Up to 2.0 GHz,,,MediaTek Integrated ARM Mali G72,,,Prime OS,Based on Android 11,Yes,"1 x USB 2.0, 1 x USB 3.0",,No,29.46 cm (11.6 Inch),1366 x 768 Pixels,HD IPS,Built-in Speakers,,,Wifi 5GHz and 2.4 GHz,V5.0,281 X 192 X 19.3 mm,1.065 Kg,Not Available,2.0 MP,,QWERTY with PrimeOS Special KB Shortcuts,No,,,1 Year Pick and Drop Warranty,Pick and Drop,Manufacturing Defects,Accidental Damage,,13990,,,,,,,,,,,,64 GB,,,,,,,,,,,,,,,,,,,,,,,,,
166,"Laptop, Manual, Adaptor",K6502HCB-LP901WS,K6502HCB,Vivobook Pro 15,,Quiet Blue,Gaming Laptop,Gaming,4 Hours,,Yes,Intel,Core i9,11th Gen,Yes,512 GB,16 GB,DDR4,,,,,NVIDIA GeForce RTX 3050 GPU 4GB GDDR6,,,Windows 11 Home,,,,,No,39.62 cm (15.6 inch),1920?x?1080 pixel,,,,,,YES,,,Not Available,,,,,,,1 Year Domestic Warranty,On Site,Manufacturer Defect,"Damge, Burn",,91990,,DDR4,4 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,"Laptop, Power Adaptor, Quick Start Guide, Warranty Document",14s-fy1003AU,6K7V7PA#ACJ,14s-fy1003AU,,Natural Silver,Thin and Light Laptop,Processing & Multitasking,Upto 12 Hours,,Yes,AMD,Ryzen 5 Hexa Core,,Yes,512 GB,16 GB,DDR4,5500U,Max Turbo Boost at 4.0 GHz,,8 MB,AMD Radeon AMD,6,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1 x SuperSpeed USB Type-C 5 Gbps Signaling Rate, 2 x SuperSpeed USB Type-A 5 Gbps Signaling Rate",1 x HDMI 1.4b,No,35.56 cm (14 inch),1920 x 1080 Pixels,"Full HD, IPS, Micro-Edge, Brightview, Brightness: 250 nits, 157 PPI, Color Gamut: 45%NTSC",Built-in Dual Speaker,Built-in Dual Array Digital Microphone,,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2) Wi-Fi,v5.0,324 x 225 x 17.9 mm,1.46 Kg kg,Not Available,HP TrueVision 720p HD Camera,,"Full Size, Backlit, Natural Silver Keyboard",Yes,Microsoft Office Home & Student 2021,"41 Wh Li-ion, Support Battery Fast Charge",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,47440,3 Cell,,,,64 Bit,,PCIe NVMe M.2,,,,HP Imagepad with Multi Touch Gesture Support,,"1 x Multi Format SD Media Card Reader (Support SD/SDHC/SDxC, and Supports Mini Versions of SD/MS Adapters)","Energy Star Certified, EPEAT Silver Registered",,,,3200 MHz,,,,,,,,,,,,,,,,,,,
168,"Laptop, battery, adapter, cables and user manuals",XPS 9305,ICC-C786502WIN8,XPS 9305,,Platinum Silver,Thin and Light Laptop,Processing & Multitasking,Upto 13 Hours,,Yes,Intel,Core i5,11th Gen,Yes,512 GB,16 GB,LPDDR4X,1135G7,2.4 GHz upto max turbo frequency at 4.2 Ghz,32,8,Intel Integrated Iris Xe,8,64 bit,Windows 11 Home,Windows 11 Home,Yes,"2 x Thunderbolt 4,1 x USB 3.2 Type C",,No,34.04 cm (13.4 inch),1920 x 1080 Pixel,Full HD WVA Infinity Edge,Yes,Yes,Waves Maxx Audio Pro,Killer Wi-Fi 6 AX1650,v5.1,302 x 199 x 15.8 mm,1.16 kg,Not Available,HD,Yes,Backlit Keyboard,Yes,Office Home and Student 2021,,1 Year Premium Support Plus,Onsite,Manufacturing Defects,Physical Damage,1 Year,115790,4 cell,,,,,,M.2 SATA,,,Not Available,Touchpad,,1 x Micro SD card reader,,,,,,,,,,,,,,,,,,,,,,,,
169,"2 in 1 Laptop, Power Adaptor, User Guide, Warranty Documents",14ITL5,82N7000AIN,Yoga Slim 7,Yoga 7i,Slate Grey,2 in 1 Laptop,Processing & Multitasking,Upto 10 hours,65 W AC Adapter,Yes,AMD,Ryzen 7 Octa Core,5th Gen,Yes,512 GB,16 GB,DDR4,R7-5800U,1.9 GHz,,16 MB,AMD Radeon Integrated AMD Radeon Graphics,,64 bit,Windows 10 Home,Windows 10 Home,,"2 x USB-C 3.2 Gen 2 (full function), 1 x USB-A 3.2 Gen 1",,Yes,35.56 cm (14 inch),1920 x 1080$$Pixels pixel,"35.5cms (14) FHD IPS (1920 x 1080) 300 nits, wide-viewing angle touchscreen, 72% NTSC, 16:9 aspect ratio, anti-glare",2 x 2W front-facing Dolby Atmos® Speaker System,Built-In Dual Array Microphone,Sound quality of speakers of this device is better than devices with normal Built-in Stereo Speakers.,,v5.0,214.6x320.4x17.7mm,1.43 kg,Not Available,720p HD with PrivacyShutter,Yes,English Backlit Keyboard,Yes,Microsoft Office Home and Student 2019,"Free upgrade to Windows 11 when available* Disclaimer-*The Windows 11 upgrade will be delivered late 2021 into 2022. Specific timing varies by device. Certain features require specific hardware., Processor: 5th Gen AMD Ryzen 7 - 5800U | Speed: 1.9 GHz (Base) - 4.4 GHz (Max) | 8 Cores | 16 Threads | 4MB L2/16MB L3 Cache, OS: Pre-Loaded Windows 10 Home with Lifetime Validity, FREE Upgrade to Windows 11* (when available), Pre-Installed: MS Office Home and Student 2019, Memory and Storage: 16GB RAM DDR4-3200 | 512 GB SSD, Graphics: Integrated AMD Radeon Graphics, Display: 14"" Full HD (1920x1080) | Brightness: 300 nits | IPS Technology | 72% NTSC | Touchscreen",3 Years Onsite Warranty + 1 Year Premium Care + 1 Year Accidental Damage Protection,Onsite,Manufacturing Defects,Physical Damage,1 Year,91750,,,,,,,,Dolby Atmos®,,,Multi-touch Touchpad,,,,Intel SoC,,,3200 MHz,,,,,,No,,No,Power Adaptor,,,,,1 Year,,,300 Nits,,
